flow_duration,total_fwd_packets,total_backward_packets,max_packet_length,average_packet_size,active_mean,label
5984297,10,8,585,91.61111111111111,128337,BENIGN
3,2,0,6,9,0,BENIGN
20841,2,2,58,60.5,0,BENIGN
20844,2,2,71,64.75,0,BENIGN
503,1,3,31,20,0,BENIGN
21060,2,2,108,78.75,0,BENIGN
20628,2,2,70,59,0,BENIGN
20656,2,2,41,39.25,0,BENIGN
5950168,5,2,6,2.5714285714285716,0,BENIGN
20764,2,2,63,57.75,0,BENIGN
20827,2,2,102,83.25,0,BENIGN
1,2,0,31,34,0,BENIGN
20848,2,2,46,45.5,0,BENIGN
112,1,2,6,8,0,BENIGN
2,2,0,31,34,0,BENIGN
20818,2,2,41,39.25,0,BENIGN
111210567,63,68,3570,436.8702290076336,571923.7272727273,BENIGN
20609,2,2,41,39.25,0,BENIGN
181,1,2,6,8,0,BENIGN
20818,2,2,52,53,0,BENIGN
579,4,0,46,43.75,0,BENIGN
593,4,0,46,43.75,0,BENIGN
20620,2,2,73,70.25,0,BENIGN
404,3,2,38,25.2,0,BENIGN
54321,2,2,55,56.75,0,BENIGN
117378909,35,30,788,78.43076923076923,226816.0909090909,BENIGN
21288,2,2,59,61.75,0,BENIGN
126,4,0,46,42.25,0,BENIGN
20709,2,2,102,83.25,0,BENIGN
40716,5,2,69,43,0,BENIGN
117985336,38,31,2409,197.3333333333333,229520.5,BENIGN
47037,2,2,61,64.25,0,BENIGN
7195790,2,8,0,0,0,BENIGN
21078,2,2,78,76.5,0,BENIGN
115260162,33,30,705,61.36507936507937,69207.36363636362,BENIGN
4,3,0,6,8,0,BENIGN
1,2,0,31,34,0,BENIGN
5987728,8,8,168,79.8125,20938,BENIGN
55758,2,2,116,91,0,BENIGN
36611,3,2,38,25.2,0,BENIGN
20655,2,2,178,126.5,0,BENIGN
1,2,0,31,34,0,BENIGN
117294328,168,284,2860,789.2566371681413,348680.5,BENIGN
3,2,0,6,9,0,BENIGN
130,4,0,46,42.25,0,BENIGN
20861,2,2,67,71.75,0,BENIGN
1,2,0,31,34,0,BENIGN
20830,2,2,60,63,0,BENIGN
20674,2,2,289,169.25,0,BENIGN
21719,1,1,0,0,0,BENIGN
2705965,94,94,236,70.80851063829788,0,BENIGN
5336877,10,8,561,88.94444444444444,105249,BENIGN
116776527,32,33,2860,178.4615384615384,211754.5,BENIGN
54707,2,2,71,64.75,0,BENIGN
20771,2,2,93,74.25,0,BENIGN
20653,2,2,79,62.75,0,BENIGN
1,2,0,24,27,0,BENIGN
3,3,0,6,8,0,BENIGN
40993,1,1,6,9,0,BENIGN
91875,1,1,6,9,0,BENIGN
1440,4,0,46,43.75,0,BENIGN
98,1,2,6,8,0,BENIGN
22441,2,2,127,86.75,0,BENIGN
110,1,2,0,0,0,BENIGN
117487780,34,32,1418,145.6060606060606,213251,BENIGN
3,2,0,6,9,0,BENIGN
83961,2,2,48,60,0,BENIGN
117298297,32,34,1430,181.7575757575757,628532.5,BENIGN
1,2,0,31,34,0,BENIGN
136,1,2,6,8,0,BENIGN
20688,2,2,200,131.5,0,BENIGN
21100,2,2,136,106.25,0,BENIGN
15141857,10,9,303,56.31578947368421,345947,BENIGN
20929,2,2,59,61.75,0,BENIGN
1924000,17,18,2920,769.7142857142858,0,BENIGN
20824,2,2,58,60.5,0,BENIGN
1,2,0,31,34,0,BENIGN
20876,2,2,48,48,0,BENIGN
20835,2,2,59,61.75,0,BENIGN
20671,2,2,102,83.25,0,BENIGN
5415851,5,2,6,2.5714285714285716,0,BENIGN
288,1,3,6,7.5,0,BENIGN
20682,2,2,90,73.5,0,BENIGN
368,4,0,46,42.25,0,BENIGN
117001464,30,25,2314,187.89090909090908,133059.5,BENIGN
20857,2,2,70,66.5,0,BENIGN
20607,2,2,47,46.75,0,BENIGN
237,1,3,6,7.5,0,BENIGN
20760,2,2,61,64.25,0,BENIGN
20856,2,2,69,74.25,0,BENIGN
130,1,2,53,17.666666666666668,0,BENIGN
21007,2,2,102,82.5,0,BENIGN
1,2,0,31,34,0,BENIGN
3,2,0,6,9,0,BENIGN
117073935,32,30,1430,193.35483870967735,132630,BENIGN
21074,2,2,41,39.25,0,BENIGN
46470,2,2,60,63,0,BENIGN
3,3,0,38,40,0,BENIGN
20860,2,2,106,80.75,0,BENIGN
20757,2,2,57,59.25,0,BENIGN
115543662,31,28,788,44.57627118644068,36597.90909090909,BENIGN
21012,2,2,112,79.25,0,BENIGN
2,2,0,0,0,0,BENIGN
20829,2,2,58,60.5,0,BENIGN
1,2,0,6,9,0,BENIGN
124,1,2,6,8,0,BENIGN
15145060,10,9,303,56.31578947368421,165202,BENIGN
205,1,1,0,0,0,BENIGN
1,2,0,6,9,0,BENIGN
20820,2,2,138,98.25,0,BENIGN
47479,2,2,93,74.25,0,BENIGN
21131,2,2,43,41.75,0,BENIGN
1,2,0,31,34,0,BENIGN
56054,2,2,128,88,0,BENIGN
2,2,0,819,819,0,BENIGN
20836,2,2,90,73.5,0,BENIGN
292155,2,2,117,88.5,0,BENIGN
1,2,0,400,415.5,0,BENIGN
20770,2,2,103,86.75,0,BENIGN
29898,1,1,0,0,0,BENIGN
84871,7,2,481,108.88888888888889,0,BENIGN
20749,2,2,93,74.25,0,BENIGN
78,1,2,0,0,0,BENIGN
20835,2,2,67,71.75,0,BENIGN
20859,2,2,61,64.25,0,BENIGN
28810,1,1,6,9,0,BENIGN
0,2,0,31,34,0,BENIGN
21259,2,2,60,63,0,BENIGN
1,2,0,37,40,0,BENIGN
55036,3,8,2920,663.4545454545455,0,BENIGN
40917,1,1,6,9,0,BENIGN
788,4,0,46,43.75,0,BENIGN
54486,2,2,105,83.25,0,BENIGN
20986,2,2,103,86.75,0,BENIGN
20857,2,2,86,76.75,0,BENIGN
117616359,18,22,2760,234.6,224477.5,BENIGN
5212886,5,2,6,2.5714285714285716,0,BENIGN
177176,6,10,1724,351.25,0,BENIGN
118590886,72,98,1430,134.72941176470587,1301355.5,BENIGN
116631719,24,24,1430,199.4583333333333,144869.5,BENIGN
21315,2,2,128,88,0,BENIGN
147,1,2,6,8,0,BENIGN
1,2,0,31,34,0,BENIGN
21008,2,2,60,54,0,BENIGN
141849,14,10,1430,294.375,0,BENIGN
64106,1,1,6,9,0,BENIGN
569,4,0,39,35.25,0,BENIGN
9014623,6,0,0,0,3014229,BENIGN
2,2,0,6,9,0,BENIGN
45299,2,2,103,86.75,0,BENIGN
20741,2,2,106,120.5,0,BENIGN
20757,2,2,143,97.75,0,BENIGN
2,3,0,6,8,0,BENIGN
20980,2,2,61,64.25,0,BENIGN
20806,2,2,97,80.75,0,BENIGN
20682,2,2,61,64.25,0,BENIGN
1,2,0,31,34,0,BENIGN
48026,2,2,138,99.75,0,BENIGN
154,1,2,6,8,0,BENIGN
21261,2,2,60,63,0,BENIGN
1450,4,0,46,43.75,0,BENIGN
46906,2,2,94,75.5,0,BENIGN
117663018,108,145,2796,866.1501976284586,226240,BENIGN
228,4,0,46,43.75,0,BENIGN
7160293,2,8,0,0,0,BENIGN
21240,2,2,78,62.25,0,BENIGN
99,1,2,6,8,0,BENIGN
60400050,31,34,1904,330.83076923076925,115746.66666666669,BENIGN
190,1,3,6,7.5,0,BENIGN
20768,2,2,59,61.75,0,BENIGN
20866,2,2,66,70.5,0,BENIGN
55551,1,3,6,7.5,0,BENIGN
38120,1,1,6,9,0,BENIGN
21003,2,2,73,70.25,0,BENIGN
8998854,6,0,0,0,2998468,BENIGN
46618,2,2,87,69.75,0,BENIGN
47194,2,2,103,86.75,0,BENIGN
28553,1,1,0,0,0,BENIGN
116639223,24,32,1063,123.375,269687,BENIGN
2,2,0,6,9,0,BENIGN
121,1,2,6,8,0,BENIGN
83301,2,2,6,3,0,BENIGN
197962,18,20,1527,633.078947368421,0,BENIGN
1,2,0,6,9,0,BENIGN
21222,2,2,102,83.25,0,BENIGN
122,1,2,6,8,0,BENIGN
55500,1,1,6,9,0,BENIGN
3,2,0,6,9,0,BENIGN
530876,7,2,382,86.88888888888891,0,BENIGN
225,1,2,6,8,0,BENIGN
117416210,26,22,1430,173.45833333333337,308984.5,BENIGN
1,2,0,31,31,0,BENIGN
20888,2,2,78,76.5,0,BENIGN
20621,2,2,108,87,0,BENIGN
20874,2,2,94,75.5,0,BENIGN
167,4,0,46,43.75,0,BENIGN
2,2,0,6,9,0,BENIGN
114796234,39,0,0,0,4.833333333333334,BENIGN
5212340,5,2,6,2.5714285714285716,0,BENIGN
240,3,2,6,7.2,0,BENIGN
1240,4,0,46,43.75,0,BENIGN
45742,2,2,47,46.75,0,BENIGN
20815,2,2,48,48,0,BENIGN
20635,2,2,58,60.5,0,BENIGN
0,2,0,31,34,0,BENIGN
21359,2,2,69,65.25,0,BENIGN
7151849,2,8,0,0,0,BENIGN
21634,2,2,61,64.25,0,BENIGN
2,2,0,6,9,0,BENIGN
20886,2,2,73,63.5,0,BENIGN
60881753,29,24,1906,198.75471698113208,143253.33333333337,BENIGN
20623,2,2,86,76.75,0,BENIGN
20964,2,2,90,73.5,0,BENIGN
21019,2,2,63,57.75,0,BENIGN
38379,1,1,6,9,0,BENIGN
597,4,0,46,43.75,0,BENIGN
7342744,2,8,0,0,0,BENIGN
105089,2,2,146,102.25,0,BENIGN
21128,2,2,58,60.5,0,BENIGN
20860,2,2,57,59.25,0,BENIGN
21482,2,2,128,88,0,BENIGN
54946,1,1,6,9,0,BENIGN
7313737,2,8,0,0,0,BENIGN
20635,2,2,71,67.75,0,BENIGN
1,2,0,31,34,0,BENIGN
7345115,2,8,0,0,0,BENIGN
1234,2,2,38,23.5,0,BENIGN
21286,2,2,255,150.75,0,BENIGN
115674058,33,30,788,66.76190476190476,52470.36363636363,BENIGN
21027,2,2,101,80.5,0,BENIGN
3,3,0,6,8,0,BENIGN
219,4,0,46,43.75,0,BENIGN
56889,1,3,6,7.5,0,BENIGN
20584,2,2,70,59,0,BENIGN
2,2,0,6,9,0,BENIGN
118903874,78,129,2860,673.7198067632852,527873.5,BENIGN
21086,2,2,307,178.25,0,BENIGN
20964,2,2,72,69,0,BENIGN
45291,2,2,255,150.75,0,BENIGN
1,2,0,31,34,0,BENIGN
2,2,0,6,9,0,BENIGN
20917,2,2,60,63,0,BENIGN
5297831,5,2,6,2.5714285714285716,0,BENIGN
40526,1,1,6,9,0,BENIGN
9380079,6,0,0,0,3,BENIGN
20699,2,2,102,83.25,0,BENIGN
20775,2,2,159,102.75,0,BENIGN
20872,2,2,60,54,0,BENIGN
113,1,2,6,8,0,BENIGN
5422956,15,11,2597,275.6923076923077,123592,BENIGN
112838472,62,90,923,65.11842105263158,1054153.75,BENIGN
63664,1,1,0,0,0,BENIGN
1,2,0,31,34,0,BENIGN
21132,2,2,83,63.25,0,BENIGN
20775,2,2,86,76.75,0,BENIGN
40221,1,1,6,9,0,BENIGN
117456100,32,28,593,87.66666666666669,235588.5,BENIGN
20787,2,2,66,70.5,0,BENIGN
21151,2,2,94,75.5,0,BENIGN
20903,2,2,59,61.75,0,BENIGN
45674,2,2,102,83.25,0,BENIGN
117490450,16,16,319,70.3125,101519,BENIGN
116409655,42,64,960,70.74528301886792,2135812.75,BENIGN
53357,1,2,6,8,0,BENIGN
872,4,0,46,43.75,0,BENIGN
33441,1,2,6,8,0,BENIGN
20672,2,2,71,67.75,0,BENIGN
20915,2,2,56,58,0,BENIGN
20875,2,2,94,75.5,0,BENIGN
20964,2,2,212,129.25,0,BENIGN
164,1,3,6,7.5,0,BENIGN
21388,1,2,6,8,0,BENIGN
21056,2,2,97,80.75,0,BENIGN
721,4,0,46,43.75,0,BENIGN
46400,2,2,56,58,0,BENIGN
41173,1,1,6,9,0,BENIGN
115,1,2,37,12.333333333333336,0,BENIGN
45637,2,2,102,82.5,0,BENIGN
25153718,22,20,593,103.57142857142856,184578,BENIGN
116249005,44,39,2920,320.46987951807233,58917.41666666668,BENIGN
20705,2,2,78,76.5,0,BENIGN
20645,2,2,72,69,0,BENIGN
116660375,16,16,365,63.03125,101373.5,BENIGN
158,1,2,6,8,0,BENIGN
66102,2,2,47,46.75,0,BENIGN
2,2,0,6,9,0,BENIGN
20790,2,2,86,76.75,0,BENIGN
21169,2,2,79,65,0,BENIGN
41188,1,1,6,9,0,BENIGN
33626,1,2,6,8,0,BENIGN
20894,2,2,78,76.5,0,BENIGN
2,2,0,6,9,0,BENIGN
105762,2,2,70,63.5,0,BENIGN
3,2,0,6,9,0,BENIGN
106,1,2,6,8,0,BENIGN
77521,17,11,3482,432.57142857142856,0,BENIGN
119460593,38,44,1430,156.09756097560975,1400854.5,BENIGN
1843636,32,44,2733,133.5,0,BENIGN
7151945,2,8,0,0,0,BENIGN
21191,2,2,69,65.25,0,BENIGN
21422,1,1,0,0,0,BENIGN
20792,2,2,59,61.75,0,BENIGN
20809,2,2,70,63.5,0,BENIGN
114068710,52,0,0,0,6.416666666666666,BENIGN
117849351,135,231,3016,569.4890710382514,537064.5,BENIGN
45058,2,2,155,135.25,0,BENIGN
1,2,0,6,9,0,BENIGN
3,3,0,6,8,0,BENIGN
20794,2,2,90,73.5,0,BENIGN
20654,2,2,97,80.75,0,BENIGN
3,2,0,6,9,0,BENIGN
530,4,0,46,43.75,0,BENIGN
20688,2,2,93,74.25,0,BENIGN
188,1,2,6,8,0,BENIGN
116,1,2,6,8,0,BENIGN
21233,2,2,93,74.25,0,BENIGN
222013,14,20,2920,439.1764705882353,0,BENIGN
21301,2,2,59,61.75,0,BENIGN
48,3,2,0,0,0,BENIGN
60,4,0,46,42.25,0,BENIGN
21354,2,2,48,48,0,BENIGN
162,1,2,6,8,0,BENIGN
166,1,3,6,7.5,0,BENIGN
20768,2,2,57,59.25,0,BENIGN
1,2,0,31,34,0,BENIGN
21124,2,2,93,72,0,BENIGN
44661,2,2,105,82.5,0,BENIGN
92,1,2,6,8,0,BENIGN
3,2,0,6,9,0,BENIGN
4566968,20444,31700,3053,1122.7716324025778,0,BENIGN
1413,4,0,46,43.75,0,BENIGN
20876,2,2,102,81.75,0,BENIGN
58013,1,3,6,7.5,0,BENIGN
45391,2,2,255,150.75,0,BENIGN
116536567,24,24,1430,199.5,143526,BENIGN
101,3,0,6,8,0,BENIGN
1,2,0,6,9,0,BENIGN
20821,2,2,102,83.25,0,BENIGN
20861,2,2,90,73.5,0,BENIGN
109356130,48,61,2523,178.23853211009174,182951.5,BENIGN
113608979,52,0,0,0,5.5,BENIGN
20708,2,2,83,63.25,0,BENIGN
20622,2,2,57,59.25,0,BENIGN
54705,1,1,6,9,0,BENIGN
21115,2,2,77,67,0,BENIGN
55281,1,1,6,9,0,BENIGN
1,2,0,31,34,0,BENIGN
112,1,2,6,8,0,BENIGN
91,1,2,6,4,0,BENIGN
227,5,2,31,14,0,BENIGN
39233,1,3,0,0,0,BENIGN
20955,2,2,102,75,0,BENIGN
55710,2,2,178,117.5,0,BENIGN
28427,1,3,0,0,0,BENIGN
20657,2,2,59,61.75,0,BENIGN
65859,2,2,43,41.75,0,BENIGN
3,2,0,6,9,0,BENIGN
40514,3,3,38,14.666666666666664,0,BENIGN
133,1,2,6,8,0,BENIGN
21356,2,2,47,46.75,0,BENIGN
276,1,3,6,7.5,0,BENIGN
20845,2,2,146,102.25,0,BENIGN
1,2,0,31,34,0,BENIGN
20922,2,2,103,86.75,0,BENIGN
846191,15,15,3150,764.6666666666665,0,BENIGN
21029,2,2,48,48,0,BENIGN
21391,2,2,46,45.5,0,BENIGN
55673,2,2,57,59.25,0,BENIGN
21041,2,2,128,88,0,BENIGN
20890,2,2,93,74.25,0,BENIGN
7344843,2,8,0,0,0,BENIGN
163,1,2,6,8,0,BENIGN
21275,2,2,93,74.25,0,BENIGN
98,1,2,6,8,0,BENIGN
20794,2,2,59,61.75,0,BENIGN
7175716,2,8,0,0,0,BENIGN
7182341,2,8,0,0,0,BENIGN
54709,1,1,6,9,0,BENIGN
21021,2,2,71,67.75,0,BENIGN
20895,2,2,172,113,0,BENIGN
5025290,14,13,2636,455.5925925925926,0,BENIGN
20726,2,2,56,58,0,BENIGN
169,1,2,6,8,0,BENIGN
1,2,0,31,31,0,BENIGN
161372,16,13,2920,564.2413793103449,0,BENIGN
0,2,0,6,9,0,BENIGN
21129,2,2,77,67,0,BENIGN
2,2,0,6,9,0,BENIGN
20824,2,2,61,64.25,0,BENIGN
21067,2,2,63,57.75,0,BENIGN
659263,18,14,1571,307.9375,0,BENIGN
59579491,4,4,305,113.5,123213,BENIGN
1,2,0,31,34,0,BENIGN
20693,2,2,60,54,0,BENIGN
45015,2,2,79,62.75,0,BENIGN
1,2,0,31,34,0,BENIGN
200,1,2,53,17.666666666666668,0,BENIGN
20869,2,2,128,99.25,0,BENIGN
21226,2,2,128,88,0,BENIGN
118120732,16,16,271,61.03125,101626,BENIGN
20603,2,2,58,60.5,0,BENIGN
21132,2,2,59,61.75,0,BENIGN
291,5,0,31,17.2,0,BENIGN
117892593,44,36,1418,143.275,193118.5,BENIGN
68,1,2,0,0,0,BENIGN
2,2,0,6,9,0,BENIGN
20629,2,2,97,80.75,0,BENIGN
20677,2,2,58,60.5,0,BENIGN
9013278,6,0,0,0,3007295,BENIGN
20637,2,2,117,88.5,0,BENIGN
813,4,0,46,43.75,0,BENIGN
20858,2,2,70,66.5,0,BENIGN
22808207,18,17,2860,239.0857142857143,223843,BENIGN
25596,1,3,0,0,0,BENIGN
60994,2,2,79,65,0,BENIGN
5107764,16,13,2920,475.8965517241378,0,BENIGN
129,1,2,6,8,0,BENIGN
3,2,0,6,9,0,BENIGN
20962,2,2,103,86.75,0,BENIGN
4,2,0,6,9,0,BENIGN
21047,2,2,58,60.5,0,BENIGN
53459,2,2,59,61.75,0,BENIGN
28038,2,2,55,56.75,0,BENIGN
235631,18,18,1448,405.08333333333326,0,BENIGN
21333,2,2,67,71.75,0,BENIGN
81910,12,14,1460,555,0,BENIGN
20742,2,2,61,55.25,0,BENIGN
2,2,0,6,9,0,BENIGN
1,2,0,0,0,0,BENIGN
10535964,31,41,3297,762.8611111111113,765939,BENIGN
20599,2,2,112,79.25,0,BENIGN
59218,2,2,102,75,0,BENIGN
20756,2,2,116,96.25,0,BENIGN
119718291,34,32,788,77.33333333333333,40716.91666666667,BENIGN
20866,2,2,327,191.25,0,BENIGN
54909,1,1,6,9,0,BENIGN
2,2,0,31,31,0,BENIGN
0,2,0,31,34,0,BENIGN
20845,2,2,66,70.5,0,BENIGN
20854,2,2,81,80.25,0,BENIGN
20723,2,2,255,162.75,0,BENIGN
20845,2,2,87,69.75,0,BENIGN
20693,2,2,73,70.25,0,BENIGN
5247393,5,2,6,2.5714285714285716,0,BENIGN
162,1,2,6,8,0,BENIGN
2,2,0,0,0,0,BENIGN
5196974,5,2,6,2.5714285714285716,0,BENIGN
20790,2,2,78,69,0,BENIGN
278,4,0,46,43.75,0,BENIGN
65920,2,2,47,46.75,0,BENIGN
1,2,0,31,34,0,BENIGN
198,1,2,6,8,0,BENIGN
115692687,33,30,795,39.3015873015873,24486.454545454544,BENIGN
46038,2,2,47,46.75,0,BENIGN
91291,1,1,0,0,0,BENIGN
2,3,0,6,8,0,BENIGN
21183,2,2,87,69.75,0,BENIGN
20814,2,2,93,74.25,0,BENIGN
14340235,2,10,0,0,6340224,BENIGN
20628,2,2,82,74,0,BENIGN
21250,2,2,58,60.5,0,BENIGN
40959,1,1,6,9,0,BENIGN
46791,2,2,94,75.5,0,BENIGN
116590667,35,30,705,70.15384615384616,120609.90909090912,BENIGN
20892,2,2,86,76.75,0,BENIGN
33306,1,2,0,0,0,BENIGN
55636,1,3,6,7.5,0,BENIGN
2,2,0,31,34,0,BENIGN
21214,2,2,128,88,0,BENIGN
3,2,0,6,9,0,BENIGN
25036,1,2,6,8,0,BENIGN
21118,2,2,97,80.75,0,BENIGN
242,1,2,6,8,0,BENIGN
56087,1,3,6,7.5,0,BENIGN
20982,2,2,127,95,0,BENIGN
259,3,0,6,8,0,BENIGN
51562,2,2,97,80.75,0,BENIGN
20806,2,2,117,97.5,0,BENIGN
20815,2,2,73,70.25,0,BENIGN
115647435,33,30,788,66.76190476190476,51734.63636363637,BENIGN
44318,2,2,155,132.25,0,BENIGN
117423627,32,26,1430,169.34482758620692,404051.5,BENIGN
21165,2,2,78,76.5,0,BENIGN
54992,1,1,6,9,0,BENIGN
20980,2,2,85,65,0,BENIGN
20562,2,2,113,92.5,0,BENIGN
21191,2,2,102,83.25,0,BENIGN
39367,1,3,0,0,0,BENIGN
331,1,3,6,7.5,0,BENIGN
60972,1,1,0,0,0,BENIGN
20816,2,2,72,69,0,BENIGN
2,2,0,6,9,0,BENIGN
194,1,2,6,8,0,BENIGN
116572513,26,23,2860,176.9387755102041,309288.5,BENIGN
116248948,68,93,3047,627.8571428571429,63917.83333333334,BENIGN
30111630,12,14,2920,414.15384615384613,38242.66666666666,BENIGN
153,1,2,6,8,0,BENIGN
41162,1,1,6,9,0,BENIGN
20865,2,2,47,46.75,0,BENIGN
176,1,2,6,8,0,BENIGN
21432,2,2,61,64.25,0,BENIGN
1,2,0,31,34,0,BENIGN
21148,2,2,83,63.25,0,BENIGN
15679820,16,20,2920,665.9444444444445,682577,BENIGN
21519,2,2,78,76.5,0,BENIGN
3,2,0,6,9,0,BENIGN
3,3,0,6,8,0,BENIGN
1,2,0,31,34,0,BENIGN
20974,2,2,159,102.75,0,BENIGN
21039,2,2,47,46.75,0,BENIGN
113488445,52,0,0,0,6.5,BENIGN
104806,2,2,57,59.25,0,BENIGN
20889,2,2,159,102.75,0,BENIGN
3,3,0,31,33,0,BENIGN
20714,2,2,142,103.25,0,BENIGN
101,1,2,6,8,0,BENIGN
124,1,2,6,8,0,BENIGN
116041953,31,28,705,41.6271186440678,52446.72727272727,BENIGN
1666083,32,44,2737,134.42105263157896,0,BENIGN
82631,2,2,67,71.75,0,BENIGN
1184,4,0,46,43.75,0,BENIGN
3,2,0,0,0,0,BENIGN
20723,2,2,71,64.75,0,BENIGN
1,2,0,31,31,0,BENIGN
114584859,39,0,0,0,5.416666666666666,BENIGN
55642,1,3,6,7.5,0,BENIGN
1,2,0,31,34,0,BENIGN
20603,2,2,83,65.5,0,BENIGN
63894,1,2,6,8,0,BENIGN
117150820,30,24,592,95.22222222222224,121720,BENIGN
21227,2,2,79,65,0,BENIGN
21048,2,2,86,76.75,0,BENIGN
1,2,0,31,34,0,BENIGN
148,1,2,6,8,0,BENIGN
45652,2,2,41,39.25,0,BENIGN
472,4,0,46,43.75,0,BENIGN
2,2,0,6,9,0,BENIGN
21025,2,2,109,81.5,0,BENIGN
56905,3,12,2920,1208.1333333333334,0,BENIGN
20683,2,2,59,61.75,0,BENIGN
96,1,2,6,8,0,BENIGN
40119,1,1,6,9,0,BENIGN
21046,2,2,176,115,0,BENIGN
20863,2,2,78,62.25,0,BENIGN
7342464,2,8,0,0,0,BENIGN
33134,1,2,0,0,0,BENIGN
21210,2,2,66,58.5,0,BENIGN
7328842,2,8,0,0,0,BENIGN
20738,2,2,58,60.5,0,BENIGN
20790,2,2,100,80,0,BENIGN
54795,1,2,6,8,0,BENIGN
21222,2,2,61,55.25,0,BENIGN
17,2,0,6,9,0,BENIGN
225,1,2,6,8,0,BENIGN
21011,2,2,75,69.75,0,BENIGN
1,2,0,31,34,0,BENIGN
20835,2,2,48,48,0,BENIGN
20754,2,2,74,80.5,0,BENIGN
117231139,143,227,2986,645.1837837837837,684203,BENIGN
116284510,36,28,1430,163.625,132276,BENIGN
21692,2,2,41,39.25,0,BENIGN
1,2,0,31,31,0,BENIGN
1,2,0,807,810,0,BENIGN
592,4,0,46,43.75,0,BENIGN
174,1,2,6,8,0,BENIGN
45771,2,2,48,48,0,BENIGN
61,1,4,6,4.8,0,BENIGN
172,1,2,6,8,0,BENIGN
1,2,0,31,34,0,BENIGN
45713,2,2,128,88,0,BENIGN
20844,2,2,128,88,0,BENIGN
116725023,36,34,1430,170,245744.5,BENIGN
103,1,2,6,8,0,BENIGN
99,1,2,0,0,0,BENIGN
20765,2,2,255,150.75,0,BENIGN
20862,2,2,55,56.75,0,BENIGN
20966,2,2,41,39.25,0,BENIGN
1866,4,0,46,43.75,0,BENIGN
20650,2,2,71,67.75,0,BENIGN
20827,2,2,48,48,0,BENIGN
20824,2,2,48,48,0,BENIGN
48265,2,2,85,77,0,BENIGN
73011,14,16,2636,498.96666666666664,0,BENIGN
20652,2,2,85,77,0,BENIGN
418588,6,0,22,25.66666666666667,0,BENIGN
0,2,0,31,34,0,BENIGN
21107,2,2,86,76.75,0,BENIGN
20749,2,2,66,58.5,0,BENIGN
64966,2,2,91,68.75,0,BENIGN
60032762,30,30,305,102.93333333333334,2916571,BENIGN
258,3,0,6,8,0,BENIGN
20850,2,2,83,63.25,0,BENIGN
1,2,0,53,53,0,BENIGN
116776763,32,32,1430,188.90625,189671.5,BENIGN
65956,2,2,55,47.75,0,BENIGN
21190,2,2,61,52.25,0,BENIGN
41285,1,1,6,9,0,BENIGN
118,1,2,6,8,0,BENIGN
110,4,0,46,42.25,0,BENIGN
208,1,2,6,8,0,BENIGN
21273,2,2,103,86.75,0,BENIGN
45149,2,2,47,46.75,0,BENIGN
47950,2,2,48,48,0,BENIGN
3,2,0,6,9,0,BENIGN
102,4,2,31,17.5,0,BENIGN
5381734,5,2,6,2.5714285714285716,0,BENIGN
308104,3,3,37,12.166666666666664,0,BENIGN
20859,2,2,72,69,0,BENIGN
6054383,5,2,6,2.5714285714285716,0,BENIGN
118559779,200,297,2643,492.2213279678067,1074093,BENIGN
3,2,0,6,9,0,BENIGN
64105,1,1,0,0,0,BENIGN
115586368,31,28,705,41.6271186440678,49963.63636363637,BENIGN
40994,2,1,6,8,0,BENIGN
144,1,2,6,8,0,BENIGN
163,1,3,6,7.5,0,BENIGN
20799,2,2,41,39.25,0,BENIGN
54903,1,1,6,9,0,BENIGN
117568495,35,30,648,66.12307692307692,206891.9090909091,BENIGN
117,1,2,6,8,0,BENIGN
1,2,0,31,34,0,BENIGN
28719,1,1,6,9,0,BENIGN
117380996,42,45,2315,155.97701149425288,336465.5,BENIGN
114104856,42,0,0,0,316881.5833333334,BENIGN
20647,2,2,90,73.5,0,BENIGN
21090,2,2,67,71.75,0,BENIGN
12526890,180,201,1413,715.3543307086615,0,BENIGN
25402,3,4,6,5.142857142857143,0,BENIGN
3142973,23,26,2773,622.0408163265306,0,BENIGN
1,2,0,31,34,0,BENIGN
1,2,0,6,9,0,BENIGN
89,1,2,6,8,0,BENIGN
1,2,0,31,31,0,BENIGN
3,2,0,6,9,0,BENIGN
418214,6,0,22,25.66666666666667,0,BENIGN
5,1,2,0,0,0,BENIGN
20905,2,2,59,61.75,0,BENIGN
21022,2,2,72,69,0,BENIGN
41691,1,1,6,9,0,BENIGN
21189,2,2,47,46.75,0,BENIGN
118085692,76,112,2836,733.4148936170212,197181,BENIGN
4,3,0,31,31,0,BENIGN
55925,3,5,967,247,0,BENIGN
47067,2,2,60,54,0,BENIGN
20636,2,2,72,69,0,BENIGN
7302772,2,8,0,0,0,BENIGN
115779363,42,37,2648,159.8860759493671,24994.90909090909,BENIGN
117895465,78,125,2860,675.2709359605911,452050,BENIGN
21072,2,2,123,86.25,0,BENIGN
44880,2,2,41,39.25,0,BENIGN
114097368,42,0,0,0,822462.6363636364,BENIGN
115517926,31,28,868,44.37288135593221,25906.454545454544,BENIGN
64,1,2,0,0,0,BENIGN
45183,2,2,89,67.75,0,BENIGN
495667,7,2,382,86.88888888888891,0,BENIGN
207,4,0,46,43.75,0,BENIGN
239,3,0,6,8,0,BENIGN
1,2,0,6,9,0,BENIGN
21585,1,1,6,9,0,BENIGN
40941,3,3,38,17.666666666666668,0,BENIGN
20820,2,2,63,66.75,0,BENIGN
20990,2,2,94,75.5,0,BENIGN
